mlbam,fangraphs,bbref,retro,last,first,birthYear
114551,1004465,galveba01,galvb001,Gálvez,Balvino,1964
816760,,walled01,,Wall,Eddie,1903
118071,1007902,maceji01,macej101,Mace,Harry,1866
121502,1011252,roweda01,rowed102,Rowe,Dave,1854
115779,1005663,henriol01,henro101,Henriksen,Olaf,1888
110420,1000401,baconed01,bacoe101,Bacon,Eddie,1895
116831,1006690,kaneji01,kanej104,Kane,Jim,1881
820504,,biotca01,biotc101,Biot,Charlie,1917
117163,1007007,klingbo01,klinb101,Klinger,Bob,1908
820734,,allenha03,alleh105,Allen,Half Pint,1906
643393,14894,kempto01,kempt001,Kemp,Tony,1991
820375,,brookam01,brooa101,Brooks,Ameal,1907
543643,7106,pettijo02,pettj001,Pettibone,Jonathan,1990
117605,1007457,leele01,lee-l102,Lee,Leonidas,1860
114438,1004353,frielbi01,frieb103,Friel,Bill,1876
123543,1013259,tysontu01,tysot101,Tyson,Cecil,1914
113555,1003489,dreiscl01,dreic101,Dreisewerd,Clem,1916
116855,1006710,kashita01,kasht001,Kashiwada,Takashi,1971
123387,1056,tomkobr01,tomkb001,Tomko,Brett,1973
110596,1000579,barnhle01,barnl101,Barnhart,Les,1905
467099,8432,norbejo01,norbj001,Norberto,Jordan,1986
122824,1012565,stonege02,stong102,Stone,George,1946
114909,1208,gomezch02,gomec001,Gomez,Chris,1971
112269,1002210,chriscl01,chric001,Christiansen,Clay,1958
120742,1010511,prattal01,prata101,Pratt,Al,1847
122898,1012638,stuarbi01,stuab101,Stuart,Bill,1873
816667,,westol01,westo102,West,Ollie,1913
820797,,johnsmo01,johnm102,Johnson,Monk,1894
469394,1011006,riverro01,river001,Rivera,Roberto,1969
112883,1002823,crowebi01,crowb102,Crowell,Billy,1865
118771,1545,mckeewa01,mckew001,McKeel,Walt,1972
118259,1008083,mantoje01,mantj001,Manto,Jeff,1964
407845,494,rodnefe01,rodnf001,Rodney,Fernando,1977
657585,16866,garrere01,garrr001,Garrett,Reed,1993
124298,1014014,willike03,willk002,Williams,Keith,1972
119914,1009707,ockwh01,ock-w101,Ock,Whitey,1912
121114,1010873,reynoro01,reynr101,Reynolds,Ross,1887
116746,1006605,jordabu01,jordb101,Jordan,Buck,1907
117436,1007280,lamlifr01,lamlf101,Lamlein,Fred,1887
116798,923,justida01,justd001,Justice,David,1966
110231,1000223,anderda02,anded001,Anderson,Dave,1960
114795,1004719,gillge01,gillg103,Gill,George,1909
123553,1013269,ujdurje01,ujduj001,Ujdur,Jerry,1957
111815,1001776,butlefr01,butlf101,Butler,Frank,1866
519390,5000,vogtst01,vogts001,Vogt,Stephen,1984
459323,4852,richake02,richk001,Richardson,Kevin,1980
123973,1013666,wathajo01,wathj001,Wathan,John,1949
506988,9324,belfimi01,belfm001,Belfiore,Mike,1988
112516,1002458,collior01,collo101,Collins,Orth,1880
150015,1002046,casimca01,casic001,Casimiro,Carlos,1976
123190,1012918,tepsijo01,tepsj101,Tepsic,Joe,1923
122835,1012576,storiho01,storh101,Storie,Howie,1911
116673,1006541,jonescl02,jonec103,Jones,Clarence,1940
119550,1009353,murphda03,murpd103,Murphy,Dave,1876
118327,1008149,martedo01,martd102,Martell,Doc,1883
110867,1000838,bennede01,bennd101,Bennett,Dennis,1939
122385,1012095,smithbi03,schmb104,Smith,Billy,1861
119945,1009738,oeschjo01,oescj101,Oeschger,Joe,1892
592222,12890,claudal01,claua001,Claudio,Alex,1992
113407,1003342,doberje01,dobej101,Dobernic,Jess,1917
606131,14682,perdolu02,perdl002,Perdomo,Luis,1993
120713,1010484,powelde01,powed001,Powell,Dennis,1963
117241,1007090,kolstha01,kolsh101,Kolstad,Hal,1935
592390,11632,hembrhe01,hembh001,Hembree,Heath,1989
120209,1009986,papist01,papis101,Papi,Stan,1951
111005,1000978,birdge01,birdg101,Bird,George,1850
111690,1001652,bunkewa01,bunkw101,Bunker,Wally,1945
112540,1002485,commaji01,commj101,Command,Jim,1928
113003,1002938,dalege01,daleg101,Dale,Gene,1889
120025,1009812,o'neija01,oneij102,O'Neill,Jack,1873
607257,12606,lopezra02,loper002,Lopez,Rafael,1987
112356,1002299,clarkni01,clarn101,Clarke,Jay,1882
110085,1000081,agganha01,aggah101,Agganis,Harry,1929
593140,11903,felizmi01,felim001,Feliz,Michael,1993
671212,29608,boylejo01,boylj001,Boyle,Joe,1999
110600,1000583,barnoed01,barne102,Barnowski,Ed,1943
124656,1014332,yeagest01,yeags001,Yeager,Steve,1948
466983,4048,castrfa01,castf002,Castro,Fabio,1985
686751,26020,johnsse01,johns003,Johnson,Seth,1998
458155,3935,martijo07,martj004,Martinez,Joe,1983
113840,1003770,emmerfr01,emmef101,Emmer,Frank,1896
640461,15191,pindech01,pindc001,Pinder,Chad,1992
111710,1001671,buricbi01,burib101,Burich,Bill,1917
118445,1008264,mattira01,mattr101,Mattis,Ralph,1890
664702,17620,strawmy01,stram002,Straw,Myles,1994
342792,1009,tolarke01,tolak001,Tolar,Kevin,1971
122478,1012220,smootho01,smooh101,Smoot,Homer,1878
122083,1011825,shawkbo01,shawb102,Shawkey,Bob,1890
669214,19199,menezco01,menec001,Menez,Conner,1995
689172,27735,wiselbr01,wiseb001,Wisely,Brett,1999
123565,1013280,underpa01,undep101,Underwood,Pat,1957
117476,1007315,langebi01,langb102,Lange,Bill,1871
117203,1007050,knorrra01,knorr001,Knorr,Randy,1968
115652,1005536,haywobi01,haywb101,Haywood,Bill,1937
820058,,clay04,,Clay,,
119203,1008995,mitchbo02,mitcb102,Mitchell,Bobby,1943
121612,1011365,sadowji01,sadoj101,Sadowski,Jim,1951
457495,3396,phillhe01,philh001,Phillips,Heath,1982
117179,1007027,knaupco01,knauc101,Knaupp,Cotton,1889
110341,1000328,arroylu01,arrol101,Arroyo,Luis,1927
118160,1007986,mahlbgr01,mahlg101,Mahlberg,Greg,1952
110345,1000332,asadora01,asadr001,Asadoor,Randy,1962
122098,1011839,shearjo01,sheaj101,Shearon,John,1871
115857,1005738,hershea01,herse101,Hersh,Earl,1932
122014,1011758,settlme01,settm101,Settlemire,Merle,1903
122402,1012152,smithha05,smith105,Smith,Harry,1889
820684,,arenahi01,arenh101,Arenas,Hipolito,1907
112150,1002097,cecenjo01,cecej001,Cecena,José,1963
119989,1009774,olivebo01,olivb101,Oliver,Bob,1943
519306,5667,souzast01,souzs001,Souza,Steven,1989
572122,9785,seageky01,seagk001,Seager,Kyle,1987
124566,1014236,woodsdi01,woodd102,Woodson,Dick,1945
116563,1006420,johnsar02,johna102,Johnson,Art,1919
689017,27487,knackla01,knacl001,Knack,Landon,1997
592239,10822,cunnito01,cunnt001,Cunningham,Todd,1989
621281,13796,wagnety01,wagnt001,Wagner,Tyler,1991
657756,19695,seaboco01,seabc001,Seabold,Connor,1996
117927,1007762,lorenle01,lorel101,Lorenzen,Lefty,1893
691011,27763,romodr01,romod001,Romo,Drew,2001
592696,12155,rosared01,rosae001,Rosario,Eddie,1991
111972,1001928,caprabu01,caprb101,Capra,Buzz,1947
114826,1004740,gingrjo01,gingj101,Gingras,Joe,1893
458676,7882,lindbjo01,lindj004,Lindblom,Josh,1987
570482,10681,urshegi01,urshg001,Urshela,Gio,1991
119538,1009341,murdowi01,murdw101,Murdoch,Wilbur,1875
460265,9083,sowerje01,sowej001,Sowers,Jeremy,1983
113631,1003567,dunlagr01,dunlg102,Dunlap,Grant,1923
114563,1004478,ganlebo01,ganlb101,Ganley,Bob,1875
112465,1002413,coleda01,coled103,Cole,Dave,1930
819882,,davenll01,davel102,Davenport,Lloyd,1911
120807,1010572,purkebo01,purkb101,Purkey,Bob,1929
123408,1013127,torrean01,torra101,Torres,Ángel,1952
518618,10542,dietrde01,dietd001,Dietrich,Derek,1989
435258,3460,barryke01,barrk001,Barry,Kevin,1978
276349,1013500,wakelch01,wakec001,Wakeland,Chris,1974
118273,1008096,mappege01,mappg101,Mappes,George,1865
593372,11682,martica04,martc006,Martínez,Carlos,1991
150474,234,glovega01,glovg001,Glover,Gary,1976
110586,1000559,barnebo01,barnb104,Barnes,Bob,1902
547173,13472,lopesch01,lopec001,Lopes,Christian,1992
123127,1012863,tayloch01,taylc103,Taylor,C L,1898
122840,75,stottto01,stott001,Stottlemyre,Todd,1965
819448,,gamizma01,gamim101,Gámiz,Márgaro,1905
686839,26024,whitebr01,whitb002,White,Brendan,1998
694819,31623,misioja01,misij001,Misiorowski,Jacob,2002
276542,1437,benoijo01,benoj001,Benoit,Joaquín,1977
670541,19556,alvaryo01,alvay001,Álvarez,Yordan,1997
116660,1006523,jonesal01,jonea102,Jones,Alex,1869
817146,,sosavi01,sosav101,Sosa,Victoriano,1918
111932,1001886,campbke01,campk001,Campbell,Kevin,1964
150334,170,singlch01,singc001,Singleton,Chris,1972
669372,27889,ginnjt01,ginnj001,Ginn,J. T.,1999
430644,7018,andrast01,andrs002,Andrade,Steve,1978
115344,1005253,hallji02,hallj107,Hall,Jimmie,1938
114731,1004647,gettmja01,gettj101,Gettman,Jake,1875
116430,1006300,jacksji01,jackj103,Jackson,Jim,1877
120480,1010251,pettijo01,pettj101,Pettini,Joe,1955
118340,1008174,martije01,martj001,Martin,Jerry,1949
120123,1009905,ottoda01,ottod001,Otto,Dave,1964
118078,1007907,machaju01,machj001,Machado,Julio,1965
121470,1011220,roserst01,roses101,Roser,Steve,1918
123480,1013197,troutst01,trous001,Trout,Steve,1957
114802,1004709,gilleca01,gillc102,Gillenwater,Carden,1917
819166,,harrich03,harrc105,Harris,Charlie,
124768,1014442,zimmedo01,zimmd101,Zimmer,Don,1931
277417,510,beckejo02,beckj002,Beckett,Josh,1980
120239,1010015,parkssl01,parks101,Parks,Slicker,1895
113353,1003289,dietrbi01,dietb101,Dietrich,Bill,1910
592804,10688,thornty01,thort001,Thornburg,Tyler,1988
115375,1005268,hambyji01,hambj101,Hamby,Jim,1897
117339,1007184,krukjo01,krukj001,Kruk,John,1961
817852,,parnero01,parnr102,Parnell,Roy,1903
110973,1000945,bibbyji01,bibbj001,Bibby,Jim,1944
117089,1006927,kingdwe01,kingw101,Kingdon,Wes,1900
150037,693,kingra01,kingr001,King,Ray,1974
687145,30008,justiev01,juste001,Justice,Evan,1998
121580,1011329,ruthejo01,ruthj101,Rutherford,Johnny,1925
117995,1007826,lukema01,lukem001,Luke,Matt,1971
119336,1009145,moranbi03,morab103,Moran,Bill,1950
123151,1012876,tayloha04,taylh102,Taylor,Hawk,1939
117321,1007167,kristho01,krish101,Krist,Howie,1916
123231,1012959,thobej.01,thobj001,Thobe,J. J.,1970
543921,6109,wielajo01,wielj001,Wieland,Joe,1990
112378,1002327,clayda02,clayd001,Clay,Danny,1961
346795,768,chaveen01,chave002,Chávez,Endy,1978
115811,1005693,hermage01,hermg101,Hermanski,Gene,1920
121901,1011649,schupfe01,schuf102,Schupp,Ferdie,1891
502671,9218,goldspa01,goldp001,Goldschmidt,Paul,1987
594792,11509,cunnibr02,cunnb001,Cunniff,Brandon,1988
593679,12938,ynoaga01,ynoag001,Ynoa,Gabriel,1993
668804,19326,reynobr01,reynb001,Reynolds,Bryan,1995
123224,1012952,theveto01,thevt101,Thevenow,Tommy,1903
434159,4402,meyerda02,meyed002,Meyer,Dan,1981
115406,1005296,hancory01,hancr001,Hancock,Ryan,1971
665154,21634,proctfo01,procf001,Proctor,Ford,1996
111997,1001957,carlle01,carll102,Carl,John,1854
120836,1010601,quinlfr01,quinf102,Quinlan,Frank,1869
113978,1003900,fahrepe01,fahrp101,Fahrer,Pete,1890
817834,,payne02,,Payne,,
114229,1004147,flemito01,flemt101,Fleming,Tom,1873
150051,1010226,peterch02,petec002,Petersen,Chris,1970
543001,12699,carpery01,carpr001,Carpenter,Ryan,1990
434703,3702,myrowbr01,myrob001,Myrow,Brian,1976
123051,1012786,swettpo01,swetp101,Swett,Pop,1870
110653,1000636,basgamo01,basgm101,Basgall,Monty,1922
119492,1009294,mullech01,mullc101,Mullen,Charlie,1889
346799,752,rincoju01,rincj001,Rincón,Juan,1979
433592,2522,blancto01,blant001,Blanco,Tony,1981
119760,1009555,nichoca01,nichc001,Nichols,Carl,1962
110410,1000391,azcuejo01,azcuj101,Azcue,Joe,1939
116667,1006537,jonesch03,jonec106,Jones,Charlie,1876
124461,1014142,winstda01,winsd001,Winston,Darrin,1966
430945,6368,jonesad01,jonea003,Jones,Adam,1985
444844,6267,foxja02,fox-j001,Fox,Jake,1982
694384,33189,schanno01,schan001,Schanuel,Nolan,2002
112239,1002187,childha01,chilh101,Child,Harry,1905
118195,1008020,malkmbo01,malkb101,Malkmus,Bobby,1931
115844,1005719,herrebo01,herrb102,Herrera,Bobby,1926
434881,3216,carvama01,carvm001,Carvajal,Marcos,1984
120185,1009965,palacvi01,palav001,Palacios,Vicente,1963
122340,1012079,smallwa01,smalw101,Smallwood,Walt,1893
150134,1210,hallto02,hallt001,Hall,Toby,1975
117685,1007529,leona01,leonu101,Leonard,,
119784,1009581,niehobe01,niehb101,Niehoff,Bert,1884
488671,7476,avilaal01,avila001,Avila,Alex,1987
111323,1001286,boyleed01,boyle101,Boyle,Eddie,1874
112559,131,coninje01,conij001,Conine,Jeff,1966
117019,1006870,kerrbu01,kerrb101,Kerr,Buddy,1922
543409,8505,kohnmi01,kohnm001,Kohn,Michael,1986
121687,1011435,saniced01,sanie101,Sanicki,Ed,1923
117209,1007056,knowdja01,knowj102,Knodell,Jake,1852
123761,1013460,voyleph01,voylp101,Voyles,Phil,1900
118531,1008348,mccabdi01,mccad102,McCabe,Dick,1896
111468,1001432,brilene01,briln101,Briles,Nelson,1943
819431,,gardn05,,Gardner,,
400101,1132,shinjts01,shint001,Shinjo,Tsuyoshi,1972
819561,,ferrewi02,ferrw102,Ferrell,Willie,1913
656308,17321,chavimi01,chavm001,Chavis,Michael,1995
572309,12118,floreke01,flork002,Flores,Kendry,1991
121416,1011163,romanbi01,romab101,Roman,Bill,1938
818768,,johnsdi02,johnd108,Johnson,Dicta,1887
816604,,willibi05,willb110,Williams,Bill,
123154,1012885,tayloro01,taylr101,Taylor,Ron,1937
668984,25921,legumca01,leguc001,Legumina,Casey,1997
116750,1006608,jordaha01,jordh101,Jordan,Harry,1873
118901,1008715,medinlu01,medil001,Medina,Luis,1963
818773,,johnsbi06,johnb115,Johnson,Bill,
473879,11710,dysonsa01,dysos001,Dyson,Sam,1988
118948,1008763,menefjo01,menej101,Menefee,John,1868
120541,1010309,picinva01,piciv101,Picinich,Val,1896
668845,25524,schunaa01,schua002,Schunk,Aaron,1997
117966,1007797,lowrysa01,lowrs101,Lowry,Sam,1920
518725,5002,gindlca01,gindc001,Gindl,Caleb,1988
817687,,powelro02,power103,Powell,Roy,
817029,,taylo12,,Taylor,,
119091,1008941,millewh01,millw106,Miller,Whitey,1915
630263,16668,bourqja01,bourj003,Bourque,James,1993
121560,1011309,ruskisc01,rusks001,Ruskin,Scott,1963
123354,1013076,tinnibu01,tinnb101,Tinning,Bud,1906
118787,1008603,mclaide01,mclad101,McLain,Denny,1944
120904,1010670,ramirma01,ramim001,Ramirez,Mario,1957
334492,1094,pineijo01,pinej001,Piñeiro,Joel,1978
110190,1000180,alperwh01,alpew101,Alpermann,Whitey,1879
113273,1003211,densodr01,densd001,Denson,Drew,1965
150010,30,potelo01,potel001,Pote,Lou,1971
123942,1013636,warnejo01,warnj103,Warner,Jack,1872
818605,,kingbr01,kingb103,King,Brennan,1916
112411,1002358,clintlo01,clinl101,Clinton,Lou,1937
122754,1012497,stephjo02,stepj102,Stephenson,John,1941
120629,1010398,ploditi01,plodt101,Plodinec,Tim,1947
120557,1010330,piercje01,pierj001,Pierce,Jeff,1969
120109,1009891,oterori01,oterr001,Otero,Ricky,1972
346798,739,lohseky01,lohsk001,Lohse,Kyle,1978
663886,17988,stephty01,stept001,Stephenson,Tyler,1996
150053,252,porzimi01,porzm001,Porzio,Mike,1972
545001,4055,delareu01,delae002,De La Rosa,Eury,1990
119124,742,milletr01,millt001,Miller,Travis,1972
124513,1014190,wolfela01,wolfl101,Wolfe,Larry,1953
115316,1005211,hairsjo01,hairj101,Hairston,John,1944
117731,286,lewisda01,lewid001,Lewis,Darren,1967
110486,1000466,bakersc01,bakes001,Baker,Scott,1970
492522,,riddogr99,riddg801,Riddoch,Greg,1945
408475,1470,pelaeal01,pelaa001,Pelaez,Alex,1976
113957,1003883,ewingre01,ewinr101,Ewing,Reuben,1899
816438,,youngad02,,Young,Adam,1919
120390,1010166,peoplji01,peopj101,Peoples,Jimmy,1863
123487,1013204,truesfr01,truef101,Truesdale,Frank,1884
819538,,finleto01,finlt101,Finley,Tom,1903
121295,1011045,roberri02,rober001,Robertson,Rich,1968
118879,1008694,mctamji01,mctaj101,McTamany,Jim,1863
621289,15066,schulja02,schuj002,Schultz,Jaime,1991
122463,1012212,smithto04,smitt102,Smith,Tommy,1948
117205,1007051,knothfr01,knotf101,Knothe,Fritz,1903
122829,1012571,stonero01,stonr101,Stone,Rocky,1918
112637,1002581,coombce01,coomc101,Coombs,Cecil,1888
121214,1010970,rincoan01,rinca101,Rincon,Andy,1959
819712,,drekeva01,drekv101,Dreke,Valentín,1898
664351,25839,contrlu01,contl001,Contreras,Luis,1996
110647,1000632,bartoha01,barth101,Barton,Harry,1875
115666,1005550,heardja01,hearj103,Heard,Jehosie,1920
122653,1012395,stancch01,stanc101,Stanceu,Charley,1916
804606,,griffko01,,Griffin,Konnor,2006
123059,1012792,swindch01,swinc101,Swindells,Charlie,1878
122975,357,sullisc01,sulls001,Sullivan,Scott,1971
119579,1009386,murraed02,murre001,Murray,Eddie,1956
120418,1010189,perezto02,peret002,Perezchica,Tony,1966
692030,27984,cornijo01,cornj003,Corniell,Jose,2003
119289,1009098,moorech01,moorc102,Moore,Charley,1884
118207,1008027,mallobo02,mallb001,Malloy,Bob,1964
119378,1009185,morgave01,morgv101,Morgan,Vern,1928
120924,1010690,randane01,randn101,Randall,Newt,1880
820793,,loganni01,logan101,Logan,Nick,1896
694371,,troyto01,,Troy,Tommy,2002
543495,3877,martiet01,marte002,Martin,Ethan,1989
650530,19457,garcibr01,garcb001,Garcia,Bryan,1995
111795,1001756,bushra01,bushr001,Bush,Randy,1958
816462,,wrighhe01,wrigh102,Wright,Henry,1906
820041,,cohenji01,cohej101,Cohen,Jim,1918
818251,,mccoyfr01,mccof102,McCoy,Frank,1906
122930,1012672,sugdejo01,sugdj101,Sugden,Joe,1870
596133,16918,weavelu01,weavl001,Weaver,Luke,1993
600921,14681,machaan02,macha003,Machado,Andrés,1993
124530,1014216,woodfr01,woodf101,Wood,Fred,1861
114384,1004300,frankja02,franj101,Franklin,Jay,1953
666158,19955,luxga01,lux-g001,Lux,Gavin,1997
817850,,parpeag01,parpa101,Parpetti,Agustín,1887
112590,1002527,connoje01,connj103,O'Connors,Jerry,1870
501925,3281,smithjo05,smitj002,Smith,Joe,1984
820100,,charlpo01,charp102,Charleston,Porter,1904
112137,1002084,catoke01,catok001,Cato,Keefe,1958
819181,,hardywa01,hardw101,Hardy,Walter,1925
123169,1012899,tebeage01,tebeg101,Tebeau,George,1861
673237,23003,diazya02,diazy004,Diaz,Yainer,1998
112384,1002333,clemech01,clemc102,Clemens,Chet,1917
113123,1003039,davisbu01,davib104,Davis,Bud,1895
150382,780,hergema01,hergm001,Herges,Matt,1970
112439,1002386,cockral01,cocka001,Cockrell,Alan,1962
346873,1542,hudsolu01,hudsl001,Hudson,Luke,1977
122517,1012260,soderer01,sodee101,Soderholm,Eric,1948
678394,23920,bellobr01,bellb002,Bello,Brayan,1999
407855,1621,rogered01,rogee001,Rogers,Eddie,1978
117583,1007429,leahyda01,leahd101,Leahy,Dan,1870
663558,20422,moranjo01,moraj003,Morán,Jovani,1997
119834,1009628,norenir01,norei101,Noren,Irv,1924
121181,1010934,rickebr01,rickb101,Rickey,Branch,1881
665161,21636,penaje02,penaj004,Peña,Jeremy,1997
122220,1011958,sieveed01,sieve101,Siever,Ed,1875
118662,1008479,mcelvpr01,mcelp101,McElveen,Pryor,1881
124633,1014309,wynnea01,wynne101,Wynn,Early,1920
112287,1002235,cicotal01,cicoa101,Cicotte,Al,1929
430585,2161,kubelja01,kubej002,Kubel,Jason,1982
640458,16375,mercaos01,merco003,Mercado,Óscar,1994
694497,27790,carteev01,carte001,Carter,Evan,2002
115067,1004973,grayjo01,grayj101,Gray,Johnny,1926
116932,1006786,kellnwa01,kellw101,Kellner,Walt,1929
113867,1003796,epparji01,eppaj001,Eppard,Jim,1960
670223,27845,mervima01,mervm001,Mervis,Matt,1998
124631,1014307,wymanfr01,wymaf101,Wyman,Willis,1859
534947,10968,adlemti01,adlet001,Adleman,Tim,1987
123684,1013391,vealebo01,vealb101,Veale,Bob,1935
121854,1011602,schofdi02,schod001,Schofield,Dick,1962
457706,9848,jacksau01,jacka001,Jackson,Austin,1987
641741,15697,katohgo01,katog001,Katoh,Gosuke,1994
430621,2211,piedrjo01,piedj001,Piedra,Jorge,1979
117768,1007606,lillibo01,lillb101,Lillis,Bob,1930
115700,1005585,hehlja01,hehlj101,Hehl,Jake,1899
115234,1005129,guintbe01,guinb101,Guintini,Ben,1919
121275,1011030,roberda04,robed107,Roberts,Dale,1942
663432,17610,raineta01,raint003,Rainey,Tanner,1992
606157,15482,aquinar01,aquia001,Aquino,Aristides,1994
114586,1004505,garcimi01,garcm101,Garcia,Mike,1923
123670,1013383,vaughgl01,vaugg101,Vaughan,Glenn,1944
122237,1011973,silveke01,silvk101,Silvestri,Ken,1916
820592,,barkema01,barkm101,Barker,Marvin,1912
681402,24737,varlagu01,varlg001,Varland,Gus,1996
118461,1008281,mauseti01,maust001,Mauser,Tim,1966
118818,1008633,mcmakjo01,mcmaj106,McMakin,John,1878
678821,24203,perallu01,peral001,Peralta,Luis,2001
110166,1000160,alleyge01,alleg101,Alley,Gene,1940
120223,1009996,parkeac01,parka102,Parker,Ace,1912
123125,1012854,taylobe01,taylb107,Taylor,Ben,1889
642180,15730,wadety01,wadet002,Wade,Tyler,1994
820512,,bindeji01,bindj101,Binder,Jimmy,1902
117751,1007595,libkeal01,libka101,Libke,Al,1918
819698,,dukesto02,duket102,Dukes,Tommie,1906
112948,1002877,cunnibi01,cunnb101,Cunningham,Bill,1886
118646,1008464,mcdonji04,mcdoj104,McDonald,Jim,1927
111934,1001888,campbma01,campm101,Campbell,Michael,1850
820137,,case02,caseu101,Case,,
123635,1013347,vandaca01,vandc101,Vandagrift,Carl,1883
111006,1000976,birddo01,birdd101,Bird,Doug,1950
124363,1014036,williro01,willr102,Willis,Ron,1943
114766,1004682,giggibo01,giggb101,Giggie,Bob,1933
122566,1012309,speaktr01,speat101,Speaker,Tris,1888
115775,1005659,hennira01,hennr001,Hennis,Randy,1965
571871,10066,krolia01,kroli001,Krol,Ian,1991
115120,1005025,gregole01,gregl101,Gregory,Lee,1938
115843,1005724,herrepa01,herrp101,Herrera,Pancho,1934
121676,1011423,sandesc02,sands002,Sanders,Scott,1969
113733,1003666,edelejo01,edelj101,Edelen,Joe,1955
691799,33927,taylogr02,taylg002,Taylor,Grant,2002
820321,,brownma06,browm104,Brown,Maywood,1896
124594,1014272,wrighcl01,wrigc102,Wright,Clyde,1941
516414,10240,penaar01,penaa003,Peña,Ariel,1989
110967,1000940,bevillo01,bevil101,Bevil,Lou,1922
117517,1007362,larusto01,larut101,LaRussa,Tony,1944
445612,5032,thayeda01,thayd001,Thayer,Dale,1980
819157,,harriho01,harrh102,Harris,Horace,1911
435220,6352,sweenry01,sweer001,Sweeney,Ryan,1985
343192,1011719,seelbch02,seelc001,Seelbach,Chris,1972
121565,1011322,russeri01,russr101,Russell,Rip,1915
458584,36,cedenxa01,cedex001,Cedeño,Xavier,1986
115104,1005015,greenwi01,greew001,Greene,Willie,1971
123751,1013451,vonfrto01,vonft101,Von Fricken,Tony,1869
489189,4004,outmajo01,outmj001,Outman,Josh,1984
110429,1000410,baezke01,baezk001,Baez,Kevin,1967
113663,1003595,durniri01,durnr101,Durning,Rich,1892
123665,1013374,vasbica01,vasbc101,Vasbinder,Cal,1880
451783,6200,molledu01,molld001,Molleken,Dustin,1984
430686,2162,guzmafr01,guzmf001,Guzmán,Freddy,1981
502136,9515,smithjo06,smitj003,Smith,Jordan,1986
641995,16470,ramirro02,ramir005,Ramírez,Roel,1995
116929,1006782,kelleto01,kellt102,Kelley,Tom,1944
124056,1013751,welchcu01,welcc101,Welch,Curt,1862
276506,1001372,breale01,breal001,Brea,Leslie,1973
818964,,housech03,housc103,House,Charley,1913
534737,11350,deanpa02,deanp001,Dean,Pat,1989
115198,1005096,grothjo01,grotj102,Groth,Johnny,1926
118067,1007898,maccofr01,maccf101,MacCormack,Frank,1954
117596,1007443,ledbera01,ledbr101,Ledbetter,Razor,1894
516770,4579,castrst01,casts001,Castro,Starlin,1990
819906,,cunni03,,Cunningham,,
123008,1012747,suttojo01,suttj101,Sutton,John,1952
118551,1008371,mccarja01,mccaj105,McCarthy,Jack,1869
124556,1014233,woodrsa01,woods102,Woodruff,Sam,1876
122709,1012452,steelfa01,steef101,Steelman,Farmer,1875
113179,1003119,deberjo01,debej101,DeBerry,Joe,1896
119240,1009044,molynvi01,molyv101,Molyneaux,Vince,1888
122630,1012373,stacked01,stace101,Stack,Eddie,1887
111359,1001324,bradybr01,bradb001,Brady,Brian,1962
665854,21728,oviedlu01,oviel001,Oviedo,Luis,1999
115944,1005832,hillol01,hillo101,Hill,Oliver,1909
116010,1005888,hodgira01,hodgr101,Hodgin,Ralph,1915
819747,,dixongl01,dixog102,Dixon,Glenn,1908
111210,1001180,bookero01,bookr001,Booker,Rod,1958
122810,1012553,stockwe01,stocw101,Stock,Wes,1934
621458,18316,riosed01,riose001,Ríos,Edwin,1994
119899,1009692,o'brija01,obrij105,O'Brien,Jack,1860
122458,1012206,smithsk01,smits103,Smith,Skyrocket,1868
121029,1010796,reidybi01,reidb101,Reidy,Bill,1873
430589,2170,quallch01,qualc001,Qualls,Chad,1978
124203,1013885,whitele01,whitl003,Whitehouse,Len,1957
819161,,harrige02,,Harris,George,
111090,1001062,blausje01,blauj001,Blauser,Jeff,1965
502054,2967,phamth01,phamt001,Pham,Tommy,1988
115307,1005205,hahnno01,hahnn101,Hahn,Noodles,1879
114972,1004879,gorege01,goreg101,Gore,George,1854
123785,1013486,wagnejo01,wagnj101,Wagner,Joe,1889
122980,1012721,sumneca01,sumnc101,Sumner,Carl,1908
120636,1010405,podgajo01,podgj101,Podgajny,Johnny,1920
820546,,bellhe02,bellh102,Bell,Herman,1915
123578,1013295,uptonto01,uptot101,Upton,Tom,1926
120559,1010331,piercma01,pierm102,Pierce,George,1858
518792,4940,heywaja01,heywj001,Heyward,Jason,1989
123668,1013385,vaughpo01,vaugp101,Vaughan,Porter,1919
572998,11686,lucasjo02,lucaj001,Lucas,Josh,1990
112479,1002424,colemjo01,colej103,Coleman,John,1863
456102,3625,pauleda01,pauld001,Pauley,David,1983
117557,1007399,lawreji01,lawrj101,Lawrence,Jim,1939
519411,7980,westma03,westm002,West,Matt,1988
816913,,torrear01,torra102,Torres,Armando,1915
450192,4666,carlilu01,carll001,Carlin,Luke,1980
112925,1002858,culledi01,culld101,Culler,Dick,1915
115582,1005470,harvelu01,harvl101,Harvel,Luther,1905
640463,15158,shiplbr01,shipb001,Shipley,Braden,1992
122320,1012061,slaugst01,slaus101,Slaughter,Sterling,1941
117510,1007355,laroqsa01,laros101,LaRocque,Sam,1863
676534,20116,fauchca01,faucc001,Faucher,Calvin,1995
642759,18341,fernaju02,fernj007,Fernández,Julian,1995
592444,14818,jonesja07,jonej006,Jones,JaCoby,1992
117220,1007067,kobelke01,kobek101,Kobel,Kevin,1953
111974,1001930,capripa01,caprp101,Capri,Pat,1918
