mlbam,fangraphs,bbref,retro,last,first,birthYear
682847,27646,ortizlu03,ortil003,Ortiz,Luis,1999
119340,1009149,moranhe01,morah101,Moran,Herbie,1884
113949,1003876,eversjo01,everj102,Evers,Johnny,1881
123175,1012905,tekulke01,tekuk001,Tekulve,Kent,1947
818052,,morgale01,morgl101,Morgan,Leon,1906
111135,1001107,bochtdo01,bochd001,Bochtler,Doug,1970
656427,17479,flaheja01,flahj002,Flaherty,Jack,1995
279570,1306,huckake01,huckk001,Huckaby,Ken,1971
527038,5827,florewi01,florw001,Flores,Wilmer,1991
113922,1003847,etherbo01,etheb101,Etheridge,Bobby,1942
691251,27967,laraan01,laraa001,Lara,Andry,2003
819949,,creacde01,cread101,Creacy,Dewey,1900
111844,1001800,byrnemi01,byrnm101,Byrnes,Milt,1916
119149,1008952,millsbr01,millb101,Mills,Brad,1957
687637,31695,beavedy01,beavd001,Beavers,Dylan,2001
120575,1010345,pikeja01,pikej102,Pike,Israel,1853
114242,1004159,flickle01,flicl101,Flick,Lew,1915
119642,1009440,nagyst01,nagys101,Nagy,Steve,1919
492493,,hydebr99,hydeb801,Hyde,Brandon,1973
122010,1011755,serumga01,serug101,Serum,Gary,1956
112115,1002064,castiju02,castj003,Castillo,Juan,1970
118679,1008496,mcfetja01,mcfej101,McFetridge,Jack,1869
816590,,willido04,willd113,Williams,Fendall,1901
118562,1008373,mccarjo01,mccaj103,McCarty,John,1867
118842,1008656,mcnalmi01,mcnam101,McNally,Mike,1893
119195,1009004,mitchke01,mitck001,Mitchell,Kevin,1962
542340,10071,villajo01,villj001,Villar,Jonathan,1991
112481,1002427,colemjo04,colej101,Coleman,Joe,1922
117523,1007368,laslebi01,laslb101,Lasley,Bill,1902
124131,1013823,whalibe01,whalb101,Whaling,Bert,1888
114210,1004128,flahepa01,flahp102,Flaherty,Pat,1866
820614,,baldwti01,baldt101,Baldwin,Tiny,1904
112237,1002183,chiamsc01,chias001,Chiamparino,Scott,1966
118624,1008441,mcdanli01,mcdal101,McDaniel,Lindy,1935
119920,1009719,o'conpa01,oconp101,O'Connell,Pat,1861
682829,26668,delacel01,delae003,De La Cruz,Elly,2002
124272,1013954,wilkibo01,wilkb101,Wilkins,Bobby,1922
118601,1008414,mccorha01,mccoh101,McCormick,Harry,1855
113806,1003737,ellioge01,ellig103,Elliott,Gene,1889
115172,1005072,grineda01,grind101,Griner,Dan,1888
123559,1013275,umbacar01,umbaa101,Umbach,Arnold,1942
502085,8241,roberda08,robed002,Robertson,David,1985
121026,1010794,reidje01,reidj001,Reid,Jessie,1962
818222,,mcintb01,mcinb101,McIntyre,B.,
452741,6550,sttuemi01,stutm001,Stutes,Michael,1986
449110,10259,beltrom01,belto001,Beltré,Omar,1981
285070,2457,clarkdo01,clard002,Clark,Doug,1976
118520,1008339,mcbrial01,mcbra101,McBride,Algie,1869
117784,1007621,lindewa01,lindw101,Linden,Walt,1924
112390,1002341,clemewa01,clemw101,Clement,Wally,1881
110034,1000031,ackerto01,acket101,Acker,Tom,1930
656185,16623,allengr01,alleg002,Allen,Greg,1993
114330,1004248,fosteed02,foste103,Foster,Eddie,1887
110198,1000188,altizda01,altid101,Altizer,Dave,1876
116587,1006453,johnser01,johne102,Johnson,Ernie,1888
492701,,williji99,willj801,Williams,Jimmy,1847
110301,1000288,archdma01,archm101,Archdeacon,Maurice,1898
112284,1002232,ciardma01,ciarm001,Ciardi,Mark,1961
118003,1007835,lunddo01,lundd102,Lund,Don,1923
670712,19683,brossmi01,brosm001,Brosseau,Mike,1994
115116,1005020,greggha01,gregh102,Gregg,Hal,1921
119147,1008957,millsfr01,millf103,Mills,Frank,1895
111388,1001349,brandja01,branj101,Brandt,Jackie,1934
114192,1004109,fitzgjo02,fitzj101,Fitzgerald,John,1866
132785,998,meadobr01,meadb001,Meadows,Brian,1975
114037,1003958,faulkji01,faulj101,Faulkner,Jim,1899
114622,1004538,garlawa01,garlw101,Garland,Wayne,1950
122007,1812,serafda01,serad001,Serafini,Dan,1974
111677,1001639,buicede01,buicd001,Buice,DeWayne,1957
123972,1013664,waterfr02,watef101,Waters,Fred,1927
818521,,leonju01,leonj102,León,Juan,1919
119643,1009441,nahemsa01,nahes101,Nahem,Sam,1915
118250,1008075,manonra01,manor001,Mañón,Ramón,1968
818089,,moodyle01,moodl101,Moody,Lee,1917
121325,1011079,robinya01,robiy101,Robinson,William,1859
123916,1013614,wardji01,wardj105,Ward,Jim,1855
816528,,wilsoan01,wilsa105,Wilson,Andrew,1892
113858,1003787,ennisru01,ennir101,Ennis,Russ,1897
110593,1000571,barnere02,barnr103,Barney,Rex,1924
429580,1743,hartbo01,hartb001,Hart,Bo,1976
112395,1002342,clemoch01,clemc001,Clemons,Chris,1972
117302,1007149,krawcra01,krawr001,Krawczyk,Ray,1959
468406,4182,herrejo03,herrj002,Herrera,Jonathan,1984
676950,19625,mackida01,mackd001,MacKinnon,David,1994
514888,5417,altuvjo01,altuj001,Altuve,José,1990
131702,526,loopebr01,loopb001,Looper,Braden,1974
235097,1155,hackmlu01,hackl001,Hackman,Luther,1974
516684,11562,castile01,castl002,Castillo,Lendy,1989
642528,19753,loaisjo01,loaij001,Loáisiga,Jonathan,1994
113575,1003510,dropowa01,dropw101,Dropo,Walt,1923
475247,7888,flahery01,flahr001,Flaherty,Ryan,1986
114955,1004868,goodwpe01,goodp101,Goodwin,Pep,1891
110999,1000971,billijo01,billj103,Billings,Josh,1891
117484,1044,lankfra01,lankr001,Lankford,Ray,1967
117171,1007019,klusmbi01,klusb101,Klusman,Billy,1865
122283,1012023,sittoca01,sittc101,Sitton,Carl,1881
663562,25862,davisno01,davin001,Davis,Noah,1997
150359,512,burnea.01,burna001,Burnett,A. J.,1977
119127,1008940,millewa03,millw105,Miller,Walt,1883
124285,1013973,williar01,willa104,Williams,Art,1877
123986,1013679,watsojo01,watsj101,Watson,Johnny,1908
124561,1014242,woodspi01,woodp102,Woods,Pinky,1920
451262,3422,murraaj01,murra001,Murray,A. J.,1982
119142,1008949,millsal01,milla001,Mills,Alan,1966
116768,1610,josefe01,josef001,José,Félix,1965
114334,1004251,fosteke01,fostk001,Foster,Kevin,1969
818040,,morriji02,morrj108,Morrison,Jimmy,
458681,2520,lynnla01,lynnl001,Lynn,Lance,1987
120069,1009853,ortajo01,ortaj001,Orta,Jorge,1950
121575,1011324,russoma01,russm101,Russo,Marius,1914
114774,1004687,gilbebu01,gilbb104,Gilbert,Buddy,1935
112870,1002811,crothdo01,crotd101,Crothers,Doug,1859
118667,1008484,mcfadba01,mcfab101,McFadden,Barney,1875
118422,1008235,mathech01,mathc102,Mathewson,Christy,1880
116208,1006082,howariv01,howai101,Howard,Ivon,1882
514669,10258,martira04,martr005,Martín,Rafael,1984
119097,1008927,millere01,millr104,Miller,Red,1897
680118,19779,blancda02,bland001,Blanco,Dairon,1993
595956,12981,gallaca01,gallc001,Gallagher,Cam,1992
701643,29946,hartwgr01,hartg002,Hartwig,Grant,1997
518582,5261,crosbca01,crosc001,Crosby,Casey,1988
150436,1005158,guzmado01,guzmd001,Guzmán,Domingo,1975
121192,1010949,ridgwja01,ridgj101,Ridgway,Jack,1888
121103,1010865,reynoch01,reync103,Reynolds,Thomas,1855
805123,31764,blubaaj01,bluba001,Blubaugh,AJ,2000
819751,,dixon03,,Dixon,,
118457,1008277,maupiha01,mauph101,Maupin,Harry,1872
818586,,laceype01,lacep101,Lacy,Robert,1914
116397,1006268,iorgga01,iorgg001,Iorg,Garth,1954
113161,1003101,dealco01,dealc101,Deal,Cot,1923
121498,1011248,routcph01,routp101,Routcliffe,Phil,1870
120839,1010611,quinnta01,quint102,Quinn,Tad,1881
116059,1005937,holbera01,holbr001,Holbert,Ray,1970
121705,1011452,sassema01,sassm001,Sasser,Mackey,1962
115653,1005538,haywore01,haywr102,Hayworth,Red,1916
122157,1011899,shinaza01,shinz001,Shinall,Zak,1968
123199,1012931,terryya01,terry101,Terry,Yank,1911
112142,1002089,caulfja01,caulj101,Caulfield,Jake,1917
430681,2167,johnsda06,johnd004,Johnson,Dan,1979
117161,1007011,klingsc01,klins001,Klingenbeck,Scott,1971
112576,1002521,conneto01,connt102,Connelly,Tom,1897
114857,1004764,gleasbi01,gleab102,Gleason,Bill,1858
132240,1010316,pickeri01,pickr001,Pickett,Ricky,1970
425792,7026,castrra02,castr003,Castro,Ramón,1979
117802,1007642,linzph01,linzp101,Linz,Phil,1939
122518,1012261,soderst01,sodes001,Soderstrom,Steve,1972
817200,,smither02,,Smith,Ernie,1908
542932,12037,bertijo01,bertj001,Berti,Jon,1990
544759,5028,schulbo02,schub001,Schultz,Bo,1985
676689,23449,karchri01,karcr001,Karcher,Ricky,1997
117663,1007511,lemanda01,lemad101,Lemanczyk,Dave,1950
111526,1001570,browsc01,brows002,Brow,Scott,1969
122973,1012684,sullibi04,sullb103,Sullivan,Billy,1910
115590,1005475,haslimi01,haslm101,Haslin,Mickey,1909
117265,1007113,koringe01,korig101,Korince,George,1946
120243,1010018,parnhru01,parnr101,Parnham,Rube,1894
120439,1010211,perryge01,perrg001,Perry,Gerald,1960
819703,,duckema01,duckm101,Duckett,Mahlon,1922
119121,1008935,millest01,mills101,Miller,Stu,1927
622065,18333,youngal01,youna002,Young,Alex,1993
676428,30133,hurtebr01,hurtb001,Hurter,Brant,1998
123108,1012840,tatisra01,tatir001,Tatís,Ramón,1973
120544,1010315,pickeol01,picko101,Pickering,Ollie,1870
111739,1001699,burnejo01,burnj108,Burnett,Johnny,1904
137200,,donneji02,donnj103,Donnelly,Jim,1867
118788,1008604,mclaned01,mclae101,McLane,Ed,1881
429708,3203,martean01,marta004,Marte,Andy,1983
111757,1001702,burnsbr01,burnb001,Burns,Britt,1959
459991,3361,sanchga01,sancg001,Sánchez,Gaby,1983
113281,1003218,derbyge01,derbg101,Derby,George,1857
554432,10326,jenkich01,jenkc001,Jenkins,Chad,1987
121745,1011494,scanlpa02,scanp102,Scanlon,Pat,1952
116783,1006640,juddos01,juddo101,Judd,Oscar,1908
817016,,taylojo03,taylj109,Taylor,John,
112350,1002295,clarkle01,clarl101,Clarke,Lefty,1896
120647,1010416,polchlo01,polcl101,Polchow,Lou,1880
819734,,dominju02,domij101,Domínguez,Justo,
668470,22116,danneha01,dannh001,Danner,Hagen,1998
122001,1011746,senseco01,sensc101,Sensenderfer,Count,1847
111937,1001890,campbro01,campr101,Campbell,Ron,1940
547170,13157,delmoni01,delmn001,Delmonico,Nick,1992
112129,1002078,castrlu01,castl101,Castro,Lou,1876
120389,1010165,pentzge01,pentg101,Pentz,Gene,1953
119352,1009158,morehse01,mores101,Morehead,Seth,1934
120009,1009798,o'malto01,omalt001,O'Malley,Tom,1960
115836,1005717,herndla01,hernl001,Herndon,Larry,1953
641420,19159,burdiza01,burdz001,Burdi,Zack,1995
820086,,chismel01,chise101,Chism,Eli,1916
121368,1011111,rodriro01,rodrr101,Rodríguez,Roberto,1941
118373,1008182,martima02,martm002,Martínez,Manny,1970
669137,19292,alvarar01,alvaa002,Alvarez,Armando,1994
663767,21544,shugach01,shugc001,Shugart,Chase,1996
435400,5861,motteja01,mottj001,Motte,Jason,1982
819519,,flowejo01,flowj102,Flowers,Bill,1915
111822,1001783,butlero01,butlr001,Butler,Rob,1970
119560,1009368,murphjo04,murpj103,Murphy,Johnny,1908
112382,1002330,clearma01,cleam001,Clear,Mark,1956
124621,1014294,wrighru01,wrigr102,Wrightstone,Russ,1893
123592,1013307,vahreha01,vahrh101,Vahrenhorst,Harry,1885
113290,1003228,deshaji01,deshj001,Deshaies,Jim,1960
113330,378,diazei01,diaze002,Díaz,Einar,1972
121070,1010834,reninji01,renij101,Reninger,Jim,1915
116349,1006218,hurledi01,hurld101,Hurley,Dick,1847
664852,18140,flaaja01,flaaj001,Flaa,Jay,1992
817819,,pedroeu01,pedre101,Pedroso,Eustaquio,1886
121978,1011725,seguidi01,segud101,Seguí,Diego,1937
407556,591,berroan01,berra001,Berroa,Ángel,1978
819836,,davisro04,davir103,Davis,Roosevelt,1904
112315,1002275,clarkda03,clard104,Clark,Dad,1873
503360,,albercr99,albec801,Albernaz,Craig,1982
665862,20454,chishja01,chisj001,Chisholm,Jazz,1998
116940,1006811,kellypa02,kellp102,Kelly,Pat,1955
123432,1013152,tracyji01,tracj101,Tracy,Jim,1955
120921,1010692,randdi01,randd101,Rand,Dick,1931
120923,1010691,randasa01,randj001,Randall,Sap,1960
118025,1007857,lydysc01,lydys001,Lydy,Scott,1968
115191,1005091,grosswa01,grosw001,Gross,Wayne,1952
818380,,makelwi01,makew101,Makell,William,1922
457902,6842,campbbr02,campb002,Campbell,Brett,1981
116171,1006044,hosteda01,hostd001,Hostetler,Dave,1956
121421,1011170,rombedu01,rombd101,Romberger,Dutch,1927
425558,2116,perezbe01,pereb001,Pérez,Beltrán,1981
818670,,jordace01,,Jordan,Cecil,
605143,14244,blackra01,blacr001,Black,Ray,1990
150438,150,lopezro02,loper001,López,Rodrigo,1975
136725,271,clemema01,clemm001,Clement,Matt,1974
118440,1008260,mattibo01,mattb101,Mattick,Bobby,1915
113321,1003257,deweyma01,dewem001,Dewey,Mark,1965
818783,,johns20,,Johnson,,
113708,1003640,eastelu01,eastl101,Easter,Luke,1915
114584,1004498,garcida01,garcd001,García,Dámaso,1957
573135,10807,saladty01,salat001,Saladino,Tyler,1989
111792,1425,bushho01,bushh001,Bush,Homer,1972
543754,8103,schwimi01,schwm002,Schwimer,Michael,1986
135380,1002203,choji01,cho-j001,Cho,Jin Ho,1975
113012,1002947,dalledo01,dalld101,Dallessandro,Dom,1913
120035,1009824,onsloja01,onslj101,Onslow,Jack,1888
113619,1003555,duncapa01,duncp101,Duncan,Pat,1893
116719,1006531,jonesbo02,joneb001,Jones,Bob,1949
571917,12106,markepa01,markp001,Markel,Parker,1990
816541,,williro03,willr106,Williams,Roy,1907
285072,392,magruch01,magrc001,Magruder,Chris,1977
425487,1709,welleto01,wellt002,Wellemeyer,Todd,1978
819418,,garych01,garyc101,Gary,Charles,1920
118310,1008131,marsaar01,marsa101,Marsans,Armando,1887
121157,1010911,richaje01,richj001,Richardson,Jeff,1965
122233,1011971,silvech01,silvc101,Silvera,Charlie,1924
114888,1004800,goffje01,goffj001,Goff,Jerry,1964
111079,1001050,blankke01,blank001,Blankenship,Kevin,1963
465041,5275,cervefr01,cervf001,Cervelli,Francisco,1986
117610,1007462,leemi01,lee-m102,Lee,Mike,1941
119798,1009595,nieveme01,nievm001,Nieves,Melvin,1971
110182,1000175,alomalu01,aloml101,Alomá,Luis,1923
663731,21535,kaiseco01,kaisc001,Kaiser,Connor,1996
111435,1001397,bressed01,brese101,Bressoud,Eddie,1932
118979,1008792,merrill02,merrl101,Merritt,Lloyd,1933
117958,1007788,lowedi01,lowed101,Lowe,Dick,1854
455755,3878,stewach01,stewc001,Stewart,Chris,1982
656954,17285,sheffju01,shefj001,Sheffield,Justus,1996
817499,,robinha02,robih103,Robinson,Harold,
641585,21212,francjp01,franj006,France,J. P.,1995
116379,1006251,hynespa01,hynep101,Hynes,Pat,1884
119860,1009653,noviklo01,novil101,Novikoff,Lou,1915
122680,1012422,stantto01,stant101,Stanton,Tom,1874
433278,1922,villaed01,ville001,Villacis,Eduardo,1979
111129,1001101,boardch01,boarc101,Boardman,Charlie,1893
121861,1011609,schrapa01,schrp103,Schramka,Paul,1928
116990,1006849,kennete01,kennt101,Kennedy,Ted,1865
115698,1005583,heganmi01,hegam101,Hegan,Mike,1942
477557,6688,rodrifr04,rodrf005,Rodríguez,Francisco,1983
124373,1014052,willski01,willk102,Willson,Kid,1895
113522,1003458,doyleco01,doylc101,Doyle,Conny,1862
818048,,morgasa01,morgs101,Morgan,Sack,
119414,1009225,morrito02,morrt102,Morrison,Tom,1869
818790,,johns11,,Johnson,,
119817,1009612,noboaju01,noboj001,Noboa,Junior,1964
819812,,debraro01,,Debnam,Roy,1904
817395,,salazla01,salal101,Salazar,Lázaro,1912
605548,16221,zimmebr01,zimmb001,Zimmer,Bradley,1992
111413,1001376,breckbi01,brecb101,Breckinridge,Bill,1907
670245,,watsory01,,Watson,Ryan,1997
543017,10510,cervehu01,cervh001,Cervenka,Hunter,1990
408042,1698,lairdge01,lairg001,Laird,Gerald,1979
657424,17381,gagema01,gagem001,Gage,Matt,1993
121728,1011477,sawyeri01,sawyr101,Sawyer,Rick,1948
111964,1001920,cantrgu01,cantg101,Cantrell,Guy,1904
117687,1007531,leonade01,leond001,Leonard,Dennis,1951
118820,1008635,mcmanji01,mcmaj105,McManus,Jim,1935
592685,11761,robindr01,robid003,Robinson,Drew,1992
473646,6527,zeidjo01,zeidj001,Zeid,Josh,1987
819597,,ewingco01,ewinc101,Ewing,Columbus,1902
664842,18146,kaczmke01,kaczk001,Kaczmarski,Kevin,1991
114213,1004131,flanach01,flanc101,Flanagan,Charlie,1891
471896,6616,figuepe01,figup001,Figueroa,Pedro,1985
621053,19481,ferguty01,fergt001,Ferguson,Tyler,1993
113200,1003140,defatto01,defat101,DeFate,Tony,1895
545361,10155,troutmi01,troum001,Trout,Mike,1991
117777,1007613,lindbem01,linde102,Lindbeck,Em,1934
816646,,whitero03,whitr102,White,Robert,
119693,1009492,neillto01,neilt101,Neill,Tommy,1919
121948,1011696,scranji01,scraj001,Scranton,Jim,1960
110526,1000505,bandosa01,bands101,Bando,Sal,1944
122666,1012406,stanked01,stane101,Stanky,Eddie,1915
676265,20277,abbotco01,abboc001,Abbott,Cory,1995
820570,,bassepe01,bassp101,Bassett,Pepper,1910
111655,1001617,bucheji01,buchj101,Bucher,Jim,1911
118637,1008453,mcdilal01,mcdia001,McDill,Allen,1971
118357,1008176,martijo02,martj104,Martina,Joe,1889
820700,,andreja01,andrj104,Andrews,Jabbo,1907
592166,12138,brettry01,bretr001,Brett,Ryan,1991
123400,1013122,toppiru01,toppr101,Toppin,Rupe,1941
120329,1010103,pearcfr02,pearf101,Pearce,Frank,1905
123597,1013315,valdepe01,valdp001,Valdés,Pedro,1973
444489,2829,pinama01,pinam001,Piña,Manny,1987
113118,1003060,davisjo02,davij001,Davis,Jody,1956
121215,401,rincori01,rincr001,Rincón,Ricardo,1970
150080,1010187,perezsa01,peres001,Pérez,Santiago,1975
695001,,santaal01,,Santa,Alimber,2003
112773,1002713,crablge01,crabg101,Crable,George,1885
116632,1006506,johnsti01,johnt102,Johnson,Tim,1949
435044,6176,bakersc02,bakes002,Baker,Scott,1981
121000,1010761,reedbo01,reedb102,Reed,Bob,1945
663968,26202,manguja01,mangj001,Mangum,Jake,1996
124116,1013801,westehu01,westh101,Westervelt,Huyler,1869
458731,9927,gardnbr01,gardb001,Gardner,Brett,1983
451075,8893,martida02,martd005,Martínez,David,1987
111309,1001264,bowmabi01,bowmb101,Bowman,Bill,1867
469735,4830,ramired01,ramie003,Ramírez,Edwar,1981
111928,1001881,campbji01,campj104,Campbell,Jim,1937
121410,1011157,rolfere01,rolfr101,Rolfe,Red,1908
276356,557,frankwa01,franw001,Franklin,Wayne,1974
121203,1010962,rigneto01,rignt101,Rigney,Topper,1897
111007,1000979,birdre01,birdr101,Bird,Red,1890
118274,1008097,marakpa01,marap001,Marak,Paul,1965
643532,19671,sharpst01,shars001,Sharp,Sterling,1995
453580,2185,edlefst01,edles001,Edlefsen,Steve,1985
457705,9847,mccutan01,mccua001,McCutchen,Andrew,1986
110876,1000849,bensoal01,bensa101,Benson,Allen,1905
663546,21481,hjellse01,hjels001,Hjelle,Sean,1997
434778,8610,moralke01,morak001,Morales,Kendrys,1983
460257,7320,foxma01,fox-m001,Fox,Matt,1982
119737,1009533,newfima01,newfm001,Newfield,Marc,1972
605141,13611,bettsmo01,bettm001,Betts,Mookie,1992
113328,1003265,diazed02,diaze003,Díaz,Eddy,1971
427309,,maddojo99,maddj801,Maddon,Joe,1954
818431,,lopezve01,,López,Ventura,1909
115417,1005307,haneyto01,hanet001,Haney,Todd,1965
817884,,palmcl01,palmc101,Palm,Clarence,1907
820454,,bondte01,bondt102,Bond,Ted,1904
542436,6013,adamecr01,adamc001,Adames,Cristhian,1991
820464,,boadalu01,boadl101,Boada,Lucas,1893
462950,3767,richada02,richd001,Richar,Danny,1983
122821,1012563,stonedw01,stond101,Stone,Dwight,1886
341392,1010143,penael01,penae001,Peña,Elvis,1976
444348,4738,meyerdr01,meyed003,Meyer,Drew,1981
123449,1013170,treadra01,trear102,Treadaway,Ray,1907
435620,2766,taschja01,tascj001,Taschner,Jack,1978
119542,1009348,murphcl01,murpc103,Murphy,Clarence,
119096,1008915,millele01,milll001,Miller,Lemmie,1960
433597,4511,teahema01,teahm001,Teahen,Mark,1981
121678,1011422,sandesc01,sands001,Sanderson,Scott,1956
122020,1011764,sewarfr01,sewaf101,Seward,Frank,1921
686554,26295,dunnol01,dunno001,Dunn,Oliver,1997
118134,1007964,mageele01,magel101,Magee,Lee,1889
123626,1013338,vanbroz01,vanbo101,Van Brabant,Ozzie,1926
120860,1010625,rabbjo01,rabbj001,Rabb,John,1960
122429,1012174,smithle01,smitl101,Smith,Leo,1859
114600,1004515,gardiar01,garda103,Gardiner,Art,1899
819710,,drakere01,drakr101,Drake,Reinaldo,1923
111875,1001830,caldwmi01,caldm001,Caldwell,Mike,1949
110828,1000821,bellru01,bellr103,Baerwald,Rudy,1881
110352,1000337,ashfotu01,ashft001,Ashford,Tucker,1954
110185,1000176,alomasa01,aloms101,Alomar,Sandy,1943
113930,1003855,eustafr01,eustf101,Eustace,Frank,1873
642197,15504,westbja02,westj003,Westbrook,Jamie,1995
457850,6597,castoko01,castk001,Casto,Kory,1981
605121,16201,anderju01,andej005,Anderson,Justin,1992
121149,1010906,richafr01,richf101,Richards,Fred,1927
121660,1011408,sanchlu01,sancl001,Sánchez,Luis,1953
124367,1014048,wills01,willu101,Wills,,
500903,5180,villabr02,villb002,Villarreal,Brayan,1987
111404,1001366,braunst01,braus001,Braun,Steve,1948
430573,6358,costash01,costs001,Costa,Shane,1981
686799,27688,kochaja01,kochj001,Kochanowicz,Jack,2000
111229,1001196,borchge01,borcg101,Borchers,George,1869
123484,1013201,truaxfr01,truaf101,Truax,Fred,1868
817711,,pollana01,polln102,Pollard,Nat,1915
120266,1010039,pascuca02,pascc102,Pascual,Camilo,1934
656458,21290,gilbrlu01,gilbl001,Gilbreath,Lucas,1996
116004,1005887,hodgesh01,hodgs101,Hodge,Shovel,1893
115152,1005039,griffde01,grifd102,Griffith,Derrell,1943
119354,1009162,morelra01,morer001,Morel,Ramón,1974
817192,,smithhe03,smith112,Smith,Herb,1906
425560,1904,larocad01,laroa001,LaRoche,Adam,1979
818788,,johns18,,Johnson,,
121659,1011407,sanchis01,sanci001,Sánchez,Israel,1963
117259,1007107,kopliho01,koplh101,Koplitz,Howie,1938
116101,1005975,holmech01,holmc101,Holmes,Chick,1896
820279,,burba02,burbu101,Burbank,,
